4.61, 5.24
0.81, 6.67
1.63, 5.34
3.04, 9.01
9.45, 6.39
4.38, 5.02
3.75, 8.21
8.35, 7.03
2.27, 4.48
4.67, 1.47
6.81, 8.11
0.64, 6.6
2.99, 2.34
7.36, 0.1
8.32, 7.34
4.37, 5.69
3.69, 8.65
3.64, 8.49
0.12, 1.47
8.07, 5.27
1.13, 9.41
9.52, 2.98
3.85, 3.47
9.16, 1.74
3.91, 8.67
7.17, 2.93
4.4, 8.87
7.66, 5.97
5.38, 9.59
2.58, 7.48
0.95, 8.37
0.12, 7.12
5.8, 4.75
1.2, 6.63
9.02, 2.41
1.9, 9.24
8.83, 3.35
0.83, 6.05
4.43, 0.1
7.22, 8.96
3.71, 7.21
7.37, 3.86
9.79, 6.22
5.46, 9.13
2.48, 5.24
1.3, 1.15
1.25, 7.56
0.04, 5.9
6.64, 8.62
6, 9.77
5.99, 0.53
9.66, 3.49
8.74, 9.05
0.21, 1.12
2.21, 6.61
6.03, 2.57
1.19, 5.25
8.54, 0.61
4.66, 3.98
0.99, 9.33
8.38, 2.5
7.14, 9.62
6.23, 1.12
3.69, 8.18
6.96, 5.15
9.28, 2.09
9.59, 0.1
9.43, 5.3
1.32, 4.18
7.32, 7.59
8.72, 3.51
5.21, 1.33
0, 9.93
5.55, 8.28
8.38, 2.05
0.87, 6.62
0.8, 3.17
0.77, 9.03
6.06, 1.59
2.93, 3.28
3.22, 8.17
9.97, 6
8.05, 6.69
3.31, 9.42
6.11, 8.81
1.36, 8
9.59, 5.32
8.6, 9.2
7.38, 4.72
4.24, 5.07
1.76, 5.97
8.91, 2.9
1.71, 9.01
7.01, 1.81
0.65, 6.25
5.46, 5.15
9.87, 5.75
4.34, 6.47
5.96, 8.2
4.62, 7.95
6.97, 5.34
0.67, 3.99
0.25, 0.29
5.44, 5.74
1.49, 6.34
6.33, 9.94
1.66, 0.72
8.67, 4.13
2.99, 6.11
0.11, 7.82
1.63, 2.61
8.35, 2.22
8.56, 9.44
2.9, 5.23
5.95, 1.42
9.07, 7.56
3.67, 7.5
8.85, 7.77
0.38, 4.29
6.51, 4.04
7, 1.88
7.11, 7.74
9.16, 2.92
0.48, 2.05
3.08, 3.07
0.84, 2.65
6.94, 3.5
1.06, 6.15
8.03, 2.6
0.34, 6.52
9.45, 2.96
8.53, 8.58
5.17, 6.12
8.77, 9.48
6.5, 4.8
0.96, 5.31
1.43, 4.17
0.69, 9.4
5.88, 3.08
5.19, 1.77
7.89, 6.62
6.1, 1.22
6.02, 9.15
4.47, 6.36
0.53, 0.68
0.09, 3.03
6.12, 2.57
4.34, 3.47
0.09, 5.65
0.39, 5.36
8.04, 3.03
9.39, 3.46
4.15, 6.65
9.69, 0.12
2.69, 1.17
8.16, 6.39
5.57, 2.26
1.14, 7.31
0.34, 9.87
3.33, 7.15
7.32, 8.41
8.53, 6.02
0.71, 4.02
3.94, 1.61
3.87, 2.12
9.43, 8.42
8.29, 2.94
0.09, 6.78
5.19, 4.91
4.45, 7.81
1.84, 0.81
2.43, 8.19
0.31, 4.84
6.78, 6.09
2.55, 6.63
3.41, 3.41
8.32, 5.04
2.86, 4.89
9.23, 2.54
4.25, 6.89
5.25, 6.89
6.5, 7.91
8.07, 1.41
8.34, 2.3
0.87, 6.51
4.93, 1.47
7.53, 0.03
6.92, 7.86
8.27, 8.27
9.71, 5.41
0.34, 2.55
4.86, 6.4
6.43, 8.89
3.88, 5.49
5.52, 1.9
3.29, 7.17
5.44, 9.39
8.32, 7.2
9.76, 5.72
5.64, 3.27
5.68, 3.89
9.38, 9.52
4.95, 1.8
8.97, 6.03
5.42, 6.7
3.91, 9.54
8.78, 0.32
7.12, 2.72
6.61, 6.98
0.02, 0.96
6.28, 8.79
4.82, 0.62
7.32, 9.8
2.86, 0.48
4.33, 0.79
3.51, 9.61
6.59, 0.71
5.19, 7.56
9.87, 2.41
6.55, 3.44
6.76, 3.02
7.03, 7.61
1.93, 4.39
4.01, 4.1
8.33, 8.72
6.29, 9.94
2.35, 5.26
2.23, 9.89
6.44, 1.96
3.1, 0.46
8.38, 1.16
8.78, 3.08
5.33, 7.82
7.76, 2.7
1.48, 9.21
2.62, 5.86
1.35, 8.93
2.92, 0.88
2.04, 0.51
3.6, 0.76
8.58, 6.2
2.42, 2.41
5.14, 3.06
8.93, 7.93
0.38, 9.37
3.77, 8.29
2.32, 8.85
9.62, 2.2
8.4, 9.48
1.9, 8.6
1.67, 6.42
7.87, 5.17
8.06, 3.21
5.02, 6.73
9.1, 8.38
4.1, 8.68
8.17, 9.08
7.68, 2.13
8.55, 8.97
7.66, 4.91
1.64, 6.81
7.06, 2.25
0.63, 0.8
3, 9.42
2.02, 1.13
3.26, 8.92
1.41, 6.62
5.05, 7.01
7.35, 5.86
1.63, 0.89
5.21, 3.08
6.02, 1.29
2.42, 7.68
0.12, 4.42
1.04, 9.82
0.36, 5.95
5.33, 3.2
4.1, 6.79
9.87, 9.77
1.06, 0.45
1.65, 5.78
0.21, 0.75
4.1, 7.98
7.45, 4.23
7.44, 4.85
1.64, 2.51
2.28, 5.43
9.4, 1.91
7.7, 0.09
0.85, 3.72
5.22, 4.12
8.35, 2.14
6.99, 8.73
1.24, 2.27
1.22, 5.16
0.6, 7.8
1.41, 2.09
5.81, 2.97
7.09, 0.7
2.84, 6.19
4.92, 2.66
8.45, 9.75
4.92, 4.18
5.5, 6.04
8.13, 4.11
7.08, 0.47
1.18, 9.23
5.42, 1.43
7.61, 9.94
3.22, 3.82
1.52, 0.1
6.14, 1.56
5.67, 3.67
4.15, 7.26
0.01, 7.12
2.08, 3.78
7.24, 3.43
7.25, 5.57
9.2, 2.82
4.38, 6.76
3.96, 1.91
2.7, 7.34
7.99, 3.35
0.65, 5.06
8.49, 3.12
8.7, 4.01
0.35, 4.38
4.67, 3.42
8.86, 8.72
6.07, 7.22
4.09, 3.55
8.61, 4.45
7.58, 8.05
5.58, 4.97
9.35, 1.5
8.45, 3.07
5.32, 6.43
7.17, 0.74
4.29, 6.62
4.59, 9.23
0.8, 6.95
5.44, 3.75
5.26, 7.09
3.68, 8.52
4.95, 7.49
8.23, 2.88
9.5, 9.98
9.21, 3.06
3.53, 2.33
6.08, 9.29
9.9, 9.64
8.16, 3.67
1.16, 3.55
9.95, 2.73
6.23, 8.49
1.55, 3.91
9.76, 5.94
5.23, 1.36
4.53, 9.85
3.52, 5.4
2.47, 8.66
4.91, 3.62
5.63, 6.01
3.44, 6.12
2.06, 3.37
4.73, 6.81
6.66, 8.76
7.69, 1.85
0.52, 3.05
0.19, 1.52
1.05, 7.24
3.36, 2.3
5.67, 3.81
0.62, 2.75
5.04, 2.19
7.57, 2.92
5.97, 2.53
4.05, 0.66
7.91, 5.54
7.84, 7.88
1.69, 7.02
9.77, 7.68
3.4, 4.12
7.04, 3.96
6.49, 3.14
3.81, 8.75
4.29, 2.86
0.74, 3.77
0.79, 0.71
1.91, 1.39
5.52, 3.49
7.45, 5.9
2.57, 2.35
4.63, 1.26
4.12, 8.69
5.99, 7.84
8.55, 9.09
0.49, 6.82
0.31, 2.63
2.05, 1.75
7.63, 7.3
8.56, 6.7
5.4, 6.33
7.69, 1.9
1, 6.09
6.43, 9.54
5.69, 3.67
8.95, 3.8
1.1, 0.98
7.68, 7.06
6.91, 6.96
8.86, 9.69
9.3, 4.62
7.68, 6.45
3.65, 7.53
4.85, 7.58
2.08, 1.54
2.12, 5.02
5.5, 4.37
4.06, 8.03
2.65, 9.67
9.64, 8.6
6.13, 8.92
0.03, 8.59
0.13, 3.12
1.66, 8.26
6.15, 1.99
0.02, 2.81
6, 6.18
4.78, 0.8
9.72, 4.84
6.95, 2.9
9.54, 7.27
9.05, 1.21
6.72, 3.44
9.77, 2.5
2.2, 6.49
7.29, 0.37
8.73, 0.9
7.33, 2.16
2.96, 6.21
0.94, 9.98
3.42, 6.15
2.18, 4.37
0.86, 0.41
4.3, 6.86
7.77, 6.03
8.2, 8.55
4.76, 3.58
3.56, 7.43
3.59, 4.8
9.17, 6.21
0.14, 2.08
2.47, 0.97
7.01, 9.73
1.8, 4.35
1.45, 3.62
1.06, 9.7
4.5, 2.76
2.49, 4.65
6.74, 9.5
0.48, 8.08
1.33, 5.35
9.7, 0.19
7.33, 9.57
9.27, 8.75
5.03, 1.06
5.72, 1.72
1.23, 0.74
8.82, 1.68
7.03, 3.02
6.73, 7.08
6.65, 8.15
6.9, 6.06
7.13, 7.72
9.45, 6.64
7.39, 1.06
6.26, 2.71
5.73, 6.71
3.8, 5.52
3.67, 6.02
5.61, 0.17
7.9, 2.53
9.17, 4.98
6.04, 8.02
0.73, 9.71
9.95, 9.69
5.21, 6
5.55, 4.67
8.36, 2.54
8.59, 0.05
5.03, 5.72
3.74, 1.19
4.43, 9.52
2.73, 3.93
3.46, 6.41
4.6, 6.87
2.93, 1.11
4.68, 9.89
9.13, 1.23
5.95, 4.71
4.23, 2.37
6.3, 3.45
9.86, 2.31
2.7, 3.02
7.65, 3.71
7.12, 7.59
2.34, 3.38
8.09, 3.53
9.42, 3.99
0.96, 8.28
4.12, 1.87
8.41, 3.3
7.01, 0.75
8.34, 7.49
0.87, 6.58
3.63, 8.22
2.21, 4.66
6.47, 8.36
3.75, 3.39
6.69, 3.96
4.71, 0.16
1.17, 8.8
5.38, 9.77
7.99, 9.91
8.1, 1.43
9.79, 1.48
4.87, 6.09
0.05, 7.48
1.16, 3.67
2.47, 8.62
8.39, 9.49
2.92, 3.04
7.99, 0.55
2.03, 4.27
3.89, 4.09
5.09, 7.8
4.99, 7.1
5.72, 7.07
0.08, 9.81
6.37, 4.15
4.7, 3.14
7.42, 0.52
8.13, 9.69
1.01, 4.53
5.15, 8.65
